Period,Group,Sender,Time,ClientTime,Key,Value
1,1,4,1464635257416191900,1464635254525,_at_barrier,_timer_1_t_41_1
1,1,1,1464635257780129311,1464635254888,_at_barrier,_timer_1_t_42_1
1,1,2,1464635257942103290,1464635255052,_at_barrier,_timer_1_t_42_1
1,1,3,1464635257947512871,1464635255055,_at_barrier,_timer_1_t_42_1
1,1,4,1464635257957710938,1464635255067,_at_barrier,_timer_1_t_42_1
1,1,2,1464635258321101874,1464635255431,_at_barrier,_timer_1_t_43_1
1,1,3,1464635258416043916,1464635255525,_at_barrier,_timer_1_t_43_1
1,1,4,1464635258416204476,1464635255525,_at_barrier,_timer_1_t_43_1
1,1,1,1464635258416318207,1464635255524,_at_barrier,_timer_1_t_43_1
1,1,3,1464635258793394710,1464635255893,_at_barrier,_timer_1_t_44_1
1,1,2,1464635258955517141,1464635256065,_at_barrier,_timer_1_t_44_1
1,1,1,1464635258960560601,1464635256064,_at_barrier,_timer_1_t_44_1
1,1,4,1464635258969329169,1464635256078,_at_barrier,_timer_1_t_44_1
1,1,4,1464635259341327318,1464635256451,_at_barrier,_timer_1_t_45_1
1,1,3,1464635259415831201,1464635256525,_at_barrier,_timer_1_t_45_1
1,1,2,1464635259415991950,1464635256525,_at_barrier,_timer_1_t_45_1
1,1,1,1464635259416149146,1464635256524,_at_barrier,_timer_1_t_45_1
1,1,4,1464635259796587185,1464635256905,_at_barrier,_timer_1_t_46_1
1,1,3,1464635259961926872,1464635257070,_at_barrier,_timer_1_t_46_1
1,1,1,1464635259962091906,1464635257067,_at_barrier,_timer_1_t_46_1
1,1,2,1464635259962244690,1464635257069,_at_barrier,_timer_1_t_46_1
1,1,1,1464635260325049644,1464635257434,_at_barrier,_timer_1_t_47_1
1,1,3,1464635260415843233,1464635257525,_at_barrier,_timer_1_t_47_1
1,1,2,1464635260415985929,1464635257525,_at_barrier,_timer_1_t_47_1
1,1,4,1464635260416138239,1464635257525,_at_barrier,_timer_1_t_47_1
1,1,1,1464635260780065177,1464635257888,_at_barrier,_timer_1_t_48_1
1,1,2,1464635260942566900,1464635258053,_at_barrier,_timer_1_t_48_1
1,1,3,1464635260947789230,1464635258054,_at_barrier,_timer_1_t_48_1
1,1,4,1464635260957288214,1464635258066,_at_barrier,_timer_1_t_48_1
1,1,1,1464635261320795904,1464635258429,_at_barrier,_timer_1_t_49_1
1,1,3,1464635261415833553,1464635258525,_at_barrier,_timer_1_t_49_1
1,1,4,1464635261416105214,1464635258525,_at_barrier,_timer_1_t_49_1
1,1,2,1464635261416341356,1464635258525,_at_barrier,_timer_1_t_49_1
1,1,1,1464635261783092485,1464635258891,_at_barrier,_timer_1_t_50_1
1,1,2,1464635261945954027,1464635259055,_at_barrier,_timer_1_t_50_1
1,1,3,1464635261950531885,1464635259057,_at_barrier,_timer_1_t_50_1
1,1,4,1464635261956727307,1464635259066,_at_barrier,_timer_1_t_50_1
1,1,1,1464635262320168002,1464635259428,_at_barrier,_timer_1_t_51_1
1,1,2,1464635262415651361,1464635259525,_at_barrier,_timer_1_t_51_1
1,1,3,1464635262415876625,1464635259525,_at_barrier,_timer_1_t_51_1
1,1,4,1464635262416014233,1464635259525,_at_barrier,_timer_1_t_51_1
1,1,1,1464635262780002868,1464635259888,_at_barrier,_timer_1_t_52_1
1,1,2,1464635262942218961,1464635260052,_at_barrier,_timer_1_t_52_1
1,1,3,1464635262947121359,1464635260053,_at_barrier,_timer_1_t_52_1
1,1,4,1464635262959402706,1464635260068,_at_barrier,_timer_1_t_52_1
1,1,1,1464635263324474789,1464635260431,_at_barrier,_timer_1_t_53_1
1,1,3,1464635263415932242,1464635260525,_at_barrier,_timer_1_t_53_1
1,1,2,1464635263416090309,1464635260525,_at_barrier,_timer_1_t_53_1
1,1,4,1464635263416206838,1464635260525,_at_barrier,_timer_1_t_53_1
1,1,1,1464635263780511769,1464635260889,_at_barrier,_timer_1_t_54_1
1,1,2,1464635263942689235,1464635261052,_at_barrier,_timer_1_t_54_1
1,1,3,1464635263947977844,1464635261054,_at_barrier,_timer_1_t_54_1
1,1,4,1464635263959728605,1464635261069,_at_barrier,_timer_1_t_54_1
1,1,1,1464635264323053915,1464635261431,_at_barrier,_timer_1_t_55_1
1,1,2,1464635264415844555,1464635261525,_at_barrier,_timer_1_t_55_1
1,1,4,1464635264415998328,1464635261525,_at_barrier,_timer_1_t_55_1
1,1,3,1464635264420647489,1464635261526,_at_barrier,_timer_1_t_55_1
1,1,1,1464635264783926165,1464635261892,_at_barrier,_timer_1_t_56_1
1,1,3,1464635264950752669,1464635262060,_at_barrier,_timer_1_t_56_1
1,1,2,1464635264950899058,1464635262060,_at_barrier,_timer_1_t_56_1
1,1,4,1464635264963649523,1464635262073,_at_barrier,_timer_1_t_56_1
1,1,1,1464635265327436227,1464635262436,_at_barrier,_timer_1_t_57_1
